salsify:id,salsify:name,salsify:data_type,salsify:is_facetable,salsify:attribute_group,salsify:position,salsify:help_text,salsify:searchable,salsify:manage_permissions,salsify:manage_permissions,salsify:manage_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:type,salsify:formula,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:entity_types,salsify:entity_types,salsify:entity_types,belk:enrichment_attribute,belk:role,dw:is_custom_attribute,dw:priority,dw:source_level,dw:xml_level,dw:xml_level,dw:xml_path
Hoisery Style,Hoisery Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Bracelet - Length,Bracelet - Length,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Center Stone Size,Center Stone Size,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Diamond Carat Weight,Diamond Carat Weight,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Necklace - Length,Necklace - Length,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Sunglasses - Style,Sunglasses - Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Tights - Style,Tights - Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Watches - Type,Watches - Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Taxonomy Attribute,Taxonomy Attribute,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Handbag Style,Handbag Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Ring Category,Ring Category,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Glasses Fit,Glasses Fit,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Calendar,Calendar,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Date,Date,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Water Resistant,Water Resistant,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Baby Events,Baby Events,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Compatibility w/ what Graco Products,Compatibility w/ what Graco Products,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Product Weight,Product Weight,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Black and Ivory,Black and Ivory,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Hoodie,Hoodie,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Boys Trend,Boys Trend,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Breast Cancer Awareness,Breast Cancer Awareness,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
BTS_Trend_7_16,BTS_Trend_7_16,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
BTS_Trend_8_20,BTS_Trend_8_20,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Category Bath,Category Bath,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Charm category,Charm category,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Clearance,Clearance,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Climate,Climate,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Collegiate,Collegiate,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Color Weight,Color Weight,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Columbia,Columbia,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Columbia Technology,Columbia Technology,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Bath & Body Category,Bath & Body Category,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Beauty Categories,Beauty Categories,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Fragrance - Type,Fragrance - Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Type of hair care,Type of hair care,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Skincare Taxonomy,Skincare Taxonomy,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
After Shave,After Shave,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Boutique Navigation Path,Boutique Navigation Path,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Fragrance Gender,Fragrance Gender,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Fragrance Set,Fragrance Set,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Scent Category,Scent Category,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
CSLCSM SCENT CATEGORY,CSLCSM SCENT CATEGORY,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Denim_Type,Denim_Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Discontinued Pattern,Discontinued Pattern,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Everyday Value,Everyday Value,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Extended Sizes,Extended Sizes,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Category Tops,Category Tops,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Facet Customer Type,Facet Customer Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Facet Style,Facet Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Facet Jeans Length,Facet Jeans Length,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Suit Seperates Tops - Length,Suit Seperates Tops - Length,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Support/Activity Level,Support/Activity Level,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Facet Fit Solution,Facet Fit Solution,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Wear to work,Wear to work,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Shop by Activity,Shop by Activity,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Material Content,Material Content,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Waist Line,Waist Line,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Occasion,Occasion,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Silhouette,Silhouette,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
South Dress Address,South Dress Address,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Fall Shoe Trends,Fall Shoe Trends,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Describe the Waist line - Check all that apply,Describe the Waist line - Check all that apply,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Lining,Lining,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Dress Style,Dress Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Tailoring,Tailoring,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
SILHOUETTE,SILHOUETTE,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Fashion Jewelry Left Nav Categories,Fashion Jewelry Left Nav Categories,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Suit Separate,Suit Separate,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Suit Type,Suit Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Body Style,Body Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Coverage,Coverage,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Fit Solutions,Fit Solutions,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Swim Trend,Swim Trend,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Cup Sized,Cup Sized,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Performance,Performance,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Length/Inseam,Length/Inseam,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Moisture Management,Moisture Management,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Pocket,Pocket,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Adjustable Straps,Adjustable Straps,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Sports Bra or Bra Tank,Sports Bra or Bra Tank,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Support,Support,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Fine_Jewelry _Categories,Fine_Jewelry _Categories,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Add to Fit Solution,Add to Fit Solution,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
FJ_Wedding_Anniversary_Style,FJ_Wedding_Anniversary_Style,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Formal,Formal,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Foundation Finder: Coverage,Foundation Finder: Coverage,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Foundation Finder: Finish,Foundation Finder: Finish,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Foundation Finder: Skin Type,Foundation Finder: Skin Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Free People Style Inspirations,Free People Style Inspirations,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Trend,Trend,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
GBL OutfitNav,GBL OutfitNav,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Girls 7-16 Plus Size,Girls 7-16 Plus Size,boolean,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry Closure,Jewelry Closure,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry Length,Jewelry Length,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Girls Trend,Girls Trend,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Category_Home_Decor,Category_Home_Decor,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Category_Serveware,Category_Serveware,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Dining Type,Dining Type,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
GLD Use,GLD Use,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
China Taxonomy Attributes,China Taxonomy Attributes,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Manufacturing Process,Manufacturing Process,string,Yes,Product Attributes,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
