salsify:id,salsify:name,salsify:data_type,salsify:is_facetable,salsify:attribute_group,salsify:position,salsify:help_text,salsify:searchable,salsify:manage_permissions,salsify:manage_permissions,salsify:manage_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:read_permissions,salsify:type,salsify:formula,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:hidden_permissions,salsify:entity_types,salsify:entity_types,salsify:entity_types,belk:enrichment_attribute,belk:role,dw:is_custom_attribute,dw:priority,dw:source_level,dw:xml_level,dw:xml_level,dw:xml_path
Scene7 Images - J - viewerImage URL,Scene7 Images - J - viewerImage URL,link,Yes,Scene7 Images J,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
denominations,denominations,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,sku,sku,,denominations
CAProp65_Compliant,CA Prop 65 Compliant,boolean,Yes,Copy Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images -  - mainImage URL,Scene7 Images -  - mainImage URL,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images -  - swatchImage URL,Scene7 Images -  - swatchImage URL,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images -  - viewerImage URL,Scene7 Images -  - viewerImage URL,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Fine Jewelry  Categories,Fine Jewelry  Categories,string,Yes,Unassigned,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Gift_Card_Only,Gift_Card_Only,string,Yes,Unassigned,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,Sample Management User,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
SDF,SDF,string,Yes,Unassigned,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,Sample Management User,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Vendor Collection,Vendor Collection,string,Yes,Unassigned,,,No,Product Data Administrator,Product Data Co-Ordinator,,Art Director Admins,ArtDirectors,CopyAdmin,PIP Admin,Sample Admin,Sample Management User,Sample Management User,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
existing_product,existing_product,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
All Images,All Images,html,Yes,All Images,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
PIP Workflow Start Date,PIP Workflow Start Date,date,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Salsify-to-PIM - Style:Copy - Error,Salsify-to-PIM - Style:Copy - Error,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Salsify-to-PIM - (Special)Group:Both - Error,Salsify-to-PIM - (Special)Group:Both - Error,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Salsify-to-PIM - Group:Both - Error,Salsify-to-PIM - Group:Both - Error,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
Salsify-to-PIM - StyleColor:Image - Error,Salsify-to-PIM - StyleColor:Image - Error,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Copy_Product_Text,Limited_Copy_Product_Text,rich_text,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Copy_Product_Name,Limited_Copy_Product_Name,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Copy_Line_1,Limited_Copy_Line_1,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Copy_Line_2,Limited_Copy_Line_2,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Copy_Line_3,Limited_Copy_Line_3,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Copy_Line_4,Limited_Copy_Line_4,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Copy_Line_5,Limited_Copy_Line_5,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Material,Limited_Material,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Care,Limited_Care,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Country_of_Origin,Limited_Country_of_Origin,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Exclusive,Limited_Exclusive,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Limited_Import/Domestic,Limited_Import/Domestic,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCA - mainImage URL,Scene7 Images - TLCA - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCA - swatchImage URL,Scene7 Images - TLCA - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCA - viewerImage URL,Scene7 Images - TLCA - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCB - mainImage URL,Scene7 Images - TLCB - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCB - swatchImage URL,Scene7 Images - TLCB - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCB - viewerImage URL,Scene7 Images - TLCB - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
edivenid,edivenid,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
digital_content_required,digital_content_required,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
dw:is_enabled,dw:is_enabled,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
dw:attribute,dw:attribute,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
dw:xml_path,dw:xml_path,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Properties,,,,,,,,,,
dw:xml_level,dw:xml_level,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Properties,,,,,,,,,,
dw:source_level,dw:source_level,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Properties,,,,,,,,,,
dw:xml_levels_set_empty,dw:xml_levels_set_empty,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,,,,,,
dw:priority,dw:priority,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Properties,,,,,,,,,,
dw:is_custom_attribute,dw:is_custom_attribute,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Properties,,,,,,,,,,
Scene7 Images - TLCC - mainImage URL,Scene7 Images - TLCC - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCD - mainImage URL,Scene7 Images - TLCD - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCE - mainImage URL,Scene7 Images - TLCE - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCF - mainImage URL,Scene7 Images - TLCF - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCG - mainImage URL,Scene7 Images - TLCG - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCH - mainImage URL,Scene7 Images - TLCH - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCI - mainImage URL,Scene7 Images - TLCI - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCJ - mainImage URL,Scene7 Images - TLCJ - mainImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCC - swatchImage URL,Scene7 Images - TLCC - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCC - viewerImage URL,Scene7 Images - TLCC - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCD - swatchImage URL,Scene7 Images - TLCD - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCE - swatchImage URL,Scene7 Images - TLCE - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCF - swatchImage URL,Scene7 Images - TLCF - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCG - swatchImage URL,Scene7 Images - TLCG - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCH - swatchImage URL,Scene7 Images - TLCH - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCI - swatchImage URL,Scene7 Images - TLCI - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCJ - swatchImage URL,Scene7 Images - TLCJ - swatchImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCD - viewerImage URL,Scene7 Images - TLCD - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCE - viewerImage URL,Scene7 Images - TLCE - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCF - viewerImage URL,Scene7 Images - TLCF - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCG - viewerImage URL,Scene7 Images - TLCG - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCH - viewerImage URL,Scene7 Images - TLCH - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCI - viewerImage URL,Scene7 Images - TLCI - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
Scene7 Images - TLCJ - viewerImage URL,Scene7 Images - TLCJ - viewerImage URL,link,Yes,LIMITED Scene7,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
isColorComplete,isColorComplete,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
discontinuedDate,discontinuedDate,date,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,base,master,,discontinuedDate
poBoxShippable,poBoxShippable,boolean,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,base,master,,poBoxShippable
featuresAndBenefitsOverwrite,featuresAndBenefitsOverwrite,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,base,master,sku,featuresAndBenefitsOverwrite
splitColorEligible,splitColorEligible,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,Yes,,base,master,,splitColorEligible
productDimensionsLength,productDimensionsLength,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,productDimensionsLength
productDimensionsHeight,productDimensionsHeight,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,productDimensionsHeight
productDimensionsWidth,productDimensionsWidth,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,productDimensionsWidth
productDimensionsUOM,productDimensionsUOM,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,productDimensionsUOM
shippingDimensionsUOM,shippingDimensionsUOM,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,shippingDimensionsUOM
productWeight,productWeight,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,productWeight
productWeightUOM,productWeightUOM,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,productWeightUOM
shippingDimensionsLength,shippingDimensionsLength,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,shippingDimensionsLength
shippingDimensionsHeight,shippingDimensionsHeight,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,shippingDimensionsHeight
shippingDimensionsWidth,shippingDimensionsWidth,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,shippingDimensionsWidth
shippingWeight,shippingWeight,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,shippingWeight
shippingWeightUOM,shippingWeightUOM,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,shippingWeightUOM
specialItemReturnMethod,specialItemReturnMethod,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,specialItemReturnMethod
shippingSizeProfile,shippingSizeProfile,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,shippingSizeProfile
GXS_PDU_Dress_Skirt_Length,GXS_PDU_Dress_Skirt_Length,number,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,GXS_PDU_Dress_Skirt_Length
GXS_PDU_Special_Handling_Code,GXS_PDU_Special_Handling_Code,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,GXS_PDU_Special_Handling_Code
GXS_PDU_Cancel_Date,GXS_PDU_Cancel_Date,date,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,GXS_PDU_Cancel_Date
Product_Shipping_Restrictions,Product_Shipping_Restrictions,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,,,Yes,,sku,sku,,Product_Shipping_Restrictions
pim_nrfColorCode,pim_nrfColorCode,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
isReadyForWeb,isReadyForWeb,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,TRUE,,,,,,,
Product Enrichment Status,Product Enrichment Status,enumerated,Yes,Product Enrichment Status,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
isBasePublishPending,isBasePublishPending,boolean,Yes,Workflow Properties,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Products,,,,,,,,,,
belk:enrichment_attribute,belk:enrichment_attribute,string,Yes,Unassigned,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,Properties,,,,,,,,,,
Attachment type,Attachment type,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Auto OnOff,Auto OnOff,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Baby Bath Accessories,Baby Bath Accessories,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Baking dish material,Baking dish material,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Bed Type,Bed Type,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Blade Material,Blade Material,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Care seat,Care seat,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Care tray,Care tray,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Child Weight,Child Weight,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Child weight capacity crib,Child weight capacity crib,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Child weight capacity toddler bed,Child weight capacity toddler bed,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Child weight maximum,Child weight maximum,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Child weight minimum,Child weight minimum,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Collapsed dimensions W x H x D,Collapsed dimensions W x H x D,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Cooking surface material,Cooking surface material,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Depth,Depth,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Dimensions pole,Dimensions pole,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Dimensions shade,Dimensions shade,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Dimensions umbrella,Dimensions umbrella,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
ESRB Rating,ESRB Rating,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Finish metal,Finish metal,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Finish wood,Finish wood,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Fur RN Number or Distributor,Fur RN Number or Distributor,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Game Genre,Game Genre,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Gold Karat,Gold Karat,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Handbag Width,Handbag Width,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Interior Features,Interior Features,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Lighted,Lighted,boolean,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Material body,Material body,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Material Frame,Material Frame,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Material hardware,Material hardware,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Material shade,Material shade,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Material surface,Material surface,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Mattress Comfort,Mattress Comfort,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Mattress Type,Mattress Type,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Max child weight car seat,Max child weight car seat,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Max child weight stroller,Max child weight stroller,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Maximum shelf weight capacity lbs,Maximum shelf weight capacity lbs,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Min child weight car seat,Min child weight car seat,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Min child weight Stroller,Min child weight Stroller,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Back External Pockets,Number of Back External Pockets,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Back Internal Pockets,Number of Back Internal Pockets,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Doors,Number of Doors,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Drawers,Number of Drawers,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Front External Pockets,Number of Front External Pockets,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Front Internal Pockets,Number of Front Internal Pockets,enumerated,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Hooks,Number of Hooks,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
Number of Interior Compartments,Number of Interior Compartments,string,Yes,Product Attributes,,,No,,,,,,,,,,,,,,,,,property,,,,,,,,,,,,,,,,,,TRUE,,,,,,,
